a01,Savings in the past year,Current Savings,Total Savings,Saving Frequency,Savings diversification
4150,1,1,-0.217599446,1.056112399,-0.493815326
4151,1,1,-0.195635623,0.693330638,-0.493815326
4152,1,1,-0.16465332,1.056112399,2.362567443
4153,1,1,0.242975274,1.056112399,0.934376058
4154,0,0,-0.236235418,-1.120578168,-0.493815326
4155,1,1,0.096549785,-0.757796407,-0.493815326
4156,0,0,-0.236235418,-1.120578168,-0.493815326
4157,0,0,-0.236235418,-1.120578168,-0.493815326
4158,1,1,-0.189645489,1.056112399,-0.493815326
4159,0,0,-0.236235418,-1.120578168,-0.493815326
4160,0,0,-0.236235418,-1.120578168,-0.493815326
4161,1,0,-0.236235418,-1.120578168,-0.493815326
4162.1,1,1,-0.202956897,1.056112399,-0.493815326
4163,1,1,-0.236162205,1.056112399,-0.493815326
4164.1,0,0,-0.236235418,-1.120578168,-0.493815326
4164.2,1,1,-0.196301193,1.056112399,-0.493815326
4165,1,1,-0.156366969,1.056112399,0.934376058
4166,1,1,-0.22292401,1.056112399,-0.493815326
4167,1,1,-0.215136836,1.056112399,-0.493815326
4168,1,1,0.096549785,-0.757796407,-0.493815326
4169,1,1,0.609837682,1.056112399,2.362567443
4170,1,1,-0.22292401,0.693330638,-0.493815326
4171,1,1,-0.073170668,1.056112399,2.362567443
4172,1,0,-0.236235418,-1.120578168,-0.493815326
4173,1,1,0.161795652,1.056112399,2.362567443
4174,1,1,0.762120191,-0.757796407,-0.493815326
4175,0,0,-0.236235418,-1.120578168,-0.493815326
4176,1,1,-0.209612601,1.056112399,-0.493815326
4177,0,0,-0.236235418,-1.120578168,-0.493815326
4178.1,1,1,-0.216268305,1.056112399,-0.493815326
4178.2,1,1,-0.234904277,1.056112399,-0.493815326
4179,1,1,-0.212940453,1.056112399,-0.493815326
4180,1,1,-0.227716116,1.056112399,-0.493815326
4181,1,1,-0.116432745,1.056112399,0.934376058
4182,1,1,0.232991718,1.41889416,2.362567443
4183,1,1,0.214355747,1.056112399,0.934376058
4184,1,1,-0.116432745,0.693330638,0.934376058
4185.1,1,1,0.529170549,0.693330638,0.934376058
4185.2,1,1,0.562449069,-0.757796407,-0.493815326
4185.3,1,1,-0.226251862,1.056112399,-0.493815326
4186,1,1,0.117941218,1.056112399,0.934376058
4187,1,1,-0.227250217,1.056112399,-0.493815326
4188,1,0,-0.236235418,-1.120578168,-0.493815326
4189,0,0,-0.236235418,-1.120578168,-0.493815326
4190,1,0,-0.236235418,-1.120578168,-0.493815326
4191,1,1,-0.15769811,1.056112399,0.934376058
4192,1,1,-0.212940453,1.056112399,-0.493815326
4193,1,1,-0.151042406,0.693330638,-0.493815326
4194,1,1,0.429334988,-0.757796407,0.934376058
4195,1,1,1.094905394,-0.757796407,-0.493815326
4196.11,1,1,-0.071673135,1.056112399,-0.493815326
4196.12,1,1,-0.004616916,1.056112399,-0.493815326
4196.2,1,1,-0.095134492,1.056112399,0.934376058
4197,1,1,-0.208281461,1.056112399,-0.493815326
4198,1,1,-0.174670155,0.693330638,0.934376058
4199,1,1,-0.209612601,1.056112399,-0.493815326
4200,1,1,1.094905394,0.693330638,0.934376058
4201.1,0,0,-0.236235418,-1.120578168,-0.493815326
4201.2,1,1,0.229663866,-0.757796407,-0.493815326
4202,1,1,-0.136399857,1.056112399,-0.493815326
4203,0,0,-0.236235418,-1.120578168,-0.493815326
4204,1,1,-0.234844375,1.056112399,-0.493815326
4205,1,0,-0.236235418,-1.120578168,-0.493815326
4206,1,1,0.529170549,1.056112399,0.934376058
4207.1,1,0,-0.236235418,-1.120578168,-0.493815326
4207.2,1,1,0.029992745,-0.757796407,-0.493815326
4208,1,1,-0.163022673,1.056112399,0.934376058
4209,0,0,-0.236235418,-1.120578168,-0.493815326
4210,1,1,-0.165378792,1.056112399,2.362567443
4211,1,1,-0.189645489,1.056112399,-0.493815326
4212,0,0,-0.236235418,-1.120578168,-0.493815326
4213,1,1,-0.226251862,1.056112399,-0.493815326
4214,1,1,0.493229747,0.693330638,2.362567443
4215,1,1,-0.189645489,1.056112399,-0.493815326
4216,1,1,-0.209612601,1.056112399,-0.493815326
4217,1,1,-0.216268305,1.056112399,-0.493815326
4218,0,0,-0.236235418,-1.120578168,-0.493815326
4219,1,0,-0.236235418,-1.120578168,-0.493815326
4220,0,0,-0.236235418,-1.120578168,-0.493815326
4221,0,0,-0.236235418,-1.120578168,-0.493815326
4222,0,0,-0.236235418,-1.120578168,-0.493815326
4223,1,1,-0.22292401,1.056112399,-0.493815326
4224,1,1,-0.182989785,1.056112399,-0.493815326
4225.1,1,1,0.001373217,1.056112399,-0.493815326
4226,1,1,-0.103121336,1.056112399,0.934376058
4227,1,1,-0.226251862,0.693330638,-0.493815326
4228,0,0,-0.236235418,-1.120578168,-0.493815326
4229,1,1,0.009153735,1.056112399,3.790758827
4230,1,1,-0.227050546,1.056112399,-0.493815326
4231,1,1,-0.169678377,-0.757796407,-0.493815326
4232.1,1,0,-0.236235418,-1.120578168,-0.493815326
4232.2,1,1,0.59639316,1.056112399,0.934376058
4233,1,1,0.029992745,-0.757796407,-0.493815326
4234,1,1,0.38138064,1.056112399,0.934376058
4235,0,0,-0.236235418,-1.120578168,-0.493815326
4236,1,1,0.027330463,0.693330638,0.934376058
4237,1,1,-0.227130414,1.056112399,-0.493815326
4238,0,0,-0.236235418,-1.120578168,-0.493815326
4239,1,0,-0.236235418,-1.120578168,-0.493815326
4240,1,1,-0.208820573,1.056112399,-0.493815326
4241,0,0,-0.236235418,-1.120578168,-0.493815326
4242,1,1,-0.226251862,1.056112399,-0.493815326
4243,0,0,-0.236235418,-1.120578168,-0.493815326
4245,1,1,-0.229579714,1.056112399,-0.493815326
4246,1,1,0.166434678,1.056112399,2.362567443
4247,0,0,-0.236235418,-1.120578168,-0.493815326
4248,1,1,-0.232907566,1.056112399,-0.493815326
4249,1,1,-0.156366969,1.056112399,-0.493815326
4250,0,0,-0.236235418,-1.120578168,-0.493815326
4251,1,1,-0.225586291,1.056112399,-0.493815326
4252,1,1,0.961791313,-0.757796407,0.934376058
4253,1,1,0.702884425,1.056112399,2.362567443
4254,1,1,0.069926969,1.056112399,2.362567443
4255,1,1,-0.209612601,1.056112399,-0.493815326
4256.1,1,1,-0.221592869,1.056112399,-0.493815326
4256.2,0,0,-0.236235418,-1.120578168,-0.493815326
4257,1,1,0.389400764,0.693330638,0.934376058
4258,1,1,-0.206284749,1.056112399,2.362567443
4259,1,1,0.808710119,1.056112399,0.934376058
4260,0,0,-0.236235418,-1.120578168,-0.493815326
4261,0,0,-0.236235418,-1.120578168,-0.493815326
4262,1,1,-0.232241995,0.693330638,-0.493815326
4263.1,0,0,-0.236235418,-1.120578168,-0.493815326
4263.2,1,1,-0.223256795,1.056112399,-0.493815326
4264,0,0,-0.236235418,-1.120578168,-0.493815326
4265,1,0,-0.236235418,-1.120578168,-0.493815326
4266,1,1,-0.126416301,1.056112399,2.362567443
4267.1,0,0,-0.236235418,-1.120578168,-0.493815326
4267.2,1,1,-0.129744153,1.056112399,-0.493815326
4268,1,1,-0.138163618,1.056112399,2.362567443
4269,1,1,-0.209612601,0.693330638,-0.493815326
4270,0,0,-0.236235418,-1.120578168,-0.493815326
4271,0,0,-0.236235418,-1.120578168,-0.493815326
4272,1,1,-0.232241995,1.056112399,-0.493815326
4274,0,0,-0.236235418,-1.120578168,-0.493815326
4275,1,1,-0.22292401,1.056112399,-0.493815326
4276,0,0,-0.236235418,-1.120578168,-0.493815326
4277,0,0,-0.236235418,-1.120578168,-0.493815326
4278,1,0,-0.236235418,-1.120578168,-0.493815326
4279,1,1,-0.103121336,-0.757796407,-0.493815326
4281,1,1,-0.215735849,0.693330638,-0.493815326
4282,1,1,-0.169678377,1.056112399,-0.493815326
4283,1,1,0.282909499,1.056112399,2.362567443
4284,1,0,-0.236235418,-1.120578168,-0.493815326
4285,0,0,-0.236235418,-1.120578168,-0.493815326
4286,1,1,-0.228914143,1.056112399,-0.493815326
4287,1,1,-0.212607668,1.056112399,0.934376058
4288,1,1,-0.163022673,1.056112399,2.362567443
4289.1,1,0,-0.236235418,-1.120578168,-0.493815326
4289.2,1,1,-0.218930587,1.056112399,-0.493815326
4290,1,1,-0.036564296,-0.757796407,-0.493815326
4291,1,1,0.229663866,-0.757796407,-0.493815326
4292,1,1,-0.204288038,0.693330638,0.934376058
4293,1,1,-0.169678377,1.056112399,-0.493815326
4294,0,0,-0.236235418,-1.120578168,-0.493815326
4295,1,1,-0.22292401,1.056112399,-0.493815326
4296,1,1,-0.219596157,1.056112399,-0.493815326
4297.1,1,0,-0.236235418,-1.120578168,-0.493815326
4297.2,1,0,-0.236235418,-1.120578168,-0.493815326
4298,1,1,0.282909499,1.056112399,2.362567443
4299,1,0,-0.236235418,-1.120578168,-0.493815326
4300,1,0,-0.236235418,-1.120578168,-0.493815326
4301,1,1,-0.140393279,0.693330638,0.934376058
4302,1,1,-0.036564296,0.693330638,0.934376058
4303,1,1,-0.182989785,1.056112399,-0.493815326
4304,1,1,-0.222258439,1.056112399,-0.493815326
4305,0,0,-0.236235418,-1.120578168,-0.493815326
4306,1,1,-0.196301193,1.056112399,2.362567443
4307,0,0,-0.236235418,-1.120578168,-0.493815326
4308,1,0,-0.236235418,-1.120578168,-0.493815326
4309,1,1,1.201396659,0.693330638,2.362567443
4310,0,0,-0.236235418,-1.120578168,-0.493815326
4311,1,1,-0.135734286,0.693330638,0.934376058
4312,1,1,0.036648449,0.693330638,0.934376058
4313,1,1,-0.216268305,1.056112399,-0.493815326
4314,1,1,-0.195635623,1.056112399,0.934376058
4315,1,1,-0.159029251,0.693330638,0.934376058
4316,0,0,-0.236235418,-1.120578168,-0.493815326
4318,1,1,-0.130409723,1.056112399,5.218950212
4319.1,1,1,0.056615561,0.693330638,0.934376058
4319.2,1,1,-0.193638912,-0.757796407,0.934376058
4320,1,1,-0.109777041,0.693330638,-0.493815326
4321,0,0,-0.236235418,-1.120578168,-0.493815326
4322,1,1,-0.163022673,0.693330638,-0.493815326
4323,1,1,-0.232907566,0.693330638,-0.493815326
4324,1,1,-0.219596157,1.056112399,-0.493815326
4325,0,0,-0.236235418,-1.120578168,-0.493815326
4326,1,1,4.422757422,-0.757796407,-0.493815326
4327,1,1,-0.103121336,0.693330638,-0.493815326
4328,1,1,-0.194970052,1.056112399,-0.493815326
4329,1,1,0.362777948,1.056112399,0.934376058
4330,1,1,0.362777948,-0.757796407,-0.493815326
4331,1,1,1.760475799,-0.757796407,-0.493815326
4332,1,0,-0.236235418,-1.120578168,-0.493815326
4333,1,1,-0.232907566,1.056112399,-0.493815326
4334,1,1,-0.209612601,1.056112399,-0.493815326
4335,1,1,-0.216268305,1.056112399,-0.493815326
4336,0,0,-0.236235418,-1.120578168,-0.493815326
4337,1,0,-0.236235418,-1.120578168,-0.493815326
4338,1,1,-0.156366969,1.056112399,-0.493815326
4339,1,1,-0.156366969,0.693330638,-0.493815326
4340,1,1,-0.167082652,1.056112399,0.934376058
4341,1,1,-0.169678377,0.693330638,-0.493815326
4342,1,1,-0.232241995,0.693330638,-0.493815326
4343,1,1,-0.228248573,0.693330638,-0.493815326
4344,1,1,-0.233573136,1.056112399,-0.493815326
4345,1,1,-0.169678377,-0.757796407,-0.493815326
4346,1,1,-0.123088449,1.056112399,0.934376058
4347,1,0,-0.236235418,-1.120578168,-0.493815326
4349,0,0,-0.236235418,-1.120578168,-0.493815326
4350,1,1,-0.169678377,1.056112399,0.934376058
4351,1,1,0.43266284,1.056112399,0.934376058
4352,1,1,-0.182989785,1.056112399,2.362567443
4353,1,1,0.173090382,1.056112399,6.647141596
4354,1,1,-0.216268305,1.056112399,-0.493815326
4355,1,1,-0.184720268,1.056112399,2.362567443
4356,0,0,-0.236235418,-1.120578168,-0.493815326
4357,1,1,1.760475799,0.693330638,0.934376058
4358,0,0,-0.236235418,-1.120578168,-0.493815326
4359,1,1,-0.202956897,1.056112399,0.934376058
4360,1,1,-0.209612601,0.693330638,-0.493815326
4361,0,0,-0.236235418,-1.120578168,-0.493815326
4362,0,0,-0.236235418,-1.120578168,-0.493815326
4363,1,1,0.003369928,1.056112399,0.934376058
4364,1,1,0.004434841,1.056112399,0.934376058
4366,1,1,-0.219263372,1.056112399,-0.493815326
4368,1,1,-0.143055561,0.693330638,0.934376058
4369,1,1,-0.156366969,1.056112399,-0.493815326
4370,0,0,-0.236235418,-1.120578168,-0.493815326
4371,1,1,0.096549785,-0.757796407,-0.493815326
4372,1,1,-0.137624506,1.056112399,2.362567443
4373,0,0,-0.236235418,-1.120578168,-0.493815326
4374,1,1,-0.195995031,1.056112399,-0.493815326
4375,0,0,-0.236235418,-1.120578168,-0.493815326
4376,0,0,-0.236235418,-1.120578168,-0.493815326
4377.1,0,0,-0.236235418,-1.120578168,-0.493815326
4377.2,1,1,0.047963146,0.693330638,0.934376058
4378,1,1,-0.210610957,1.056112399,0.934376058
4379,1,1,-0.234904277,1.056112399,-0.493815326
4380,0,0,-0.236235418,-1.120578168,-0.493815326
4381,1,1,0.011356773,1.056112399,6.647141596
4382,0,0,-0.236235418,-1.120578168,-0.493815326
4383,1,1,-0.209612601,1.056112399,-0.493815326
4384,0,0,-0.236235418,-1.120578168,-0.493815326
4385,0,0,-0.236235418,-1.120578168,-0.493815326
4386,0,0,-0.236235418,-1.120578168,-0.493815326
4387,1,1,-0.196301193,1.056112399,-0.493815326
4388,1,0,-0.236235418,-1.120578168,-0.493815326
4389,1,1,-0.129744153,1.056112399,0.934376058
4390,1,0,-0.236235418,-1.120578168,-0.493815326
4391,1,1,0.125628556,1.056112399,0.934376058
4392,1,1,-0.202956897,1.056112399,-0.493815326
4393,1,0,-0.236235418,-1.120578168,-0.493815326
4394.1,1,1,-0.219596157,1.056112399,-0.493815326
4394.2,1,1,-0.202956897,1.056112399,-0.493815326
4395,0,0,-0.236235418,-1.120578168,-0.493815326
4396,1,1,-0.214937165,0.693330638,-0.493815326
4397,1,1,-0.023252888,1.056112399,0.934376058
4398,1,1,-0.163022673,1.056112399,-0.493815326
4399,0,0,-0.236235418,-1.120578168,-0.493815326
4400,1,0,-0.236235418,-1.120578168,-0.493815326
4401,1,1,-0.216268305,1.056112399,-0.493815326
4402,1,1,0.478454084,0.693330638,2.362567443
4403,1,1,-0.211942098,1.056112399,-0.493815326
4404,1,1,-0.23262137,1.056112399,-0.493815326
4405,1,1,-0.088245838,1.056112399,3.790758827
4406,1,1,-0.219596157,1.056112399,-0.493815326
4407.1,0,0,-0.236235418,-1.120578168,-0.493815326
4407.2,1,1,-0.21120997,1.056112399,-0.493815326
4408,0,0,-0.236235418,-1.120578168,-0.493815326
4409,1,1,-0.209612601,1.056112399,-0.493815326
4410,1,1,-0.209612601,1.056112399,-0.493815326
4411,1,1,-0.226251862,1.056112399,-0.493815326
4412,1,1,-0.232907566,1.056112399,-0.493815326
4414,1,1,-0.203189847,1.056112399,-0.493815326
4415,1,1,-0.216268305,1.056112399,-0.493815326
4416,1,1,-0.222398209,1.056112399,-0.493815326
4417,1,1,-0.201625757,1.056112399,0.934376058
4418,1,1,-0.218930587,1.056112399,-0.493815326
4419,1,1,-0.232241995,1.056112399,-0.493815326
4420,1,1,-0.22292401,1.056112399,-0.493815326
4421.1,1,1,-0.22292401,1.056112399,-0.493815326
4421.2,1,1,-0.235902632,1.056112399,-0.493815326
4422,1,1,-0.189645489,1.056112399,0.934376058
4423,0,0,-0.236235418,-1.120578168,-0.493815326
4424,1,1,-0.1582705,1.056112399,0.934376058
4425,1,0,-0.236235418,-1.120578168,-0.493815326
4426,1,1,-0.209612601,1.056112399,-0.493815326
4427,1,1,-0.143055561,1.056112399,0.934376058
4428,1,1,-0.229579714,1.056112399,-0.493815326
4429,0,0,-0.236235418,-1.120578168,-0.493815326
4430,1,1,-0.212141769,1.41889416,0.934376058
4431,0,0,-0.236235418,-1.120578168,-0.493815326
4432,1,1,-0.135068716,1.056112399,0.934376058
4433,1,0,-0.236235418,-1.120578168,-0.493815326
4434,0,0,-0.236235418,-1.120578168,-0.493815326
4435,1,1,1.760475799,-0.757796407,-0.493815326
4436,1,1,-0.123088449,1.056112399,0.934376058
4437,0,0,-0.236235418,-1.120578168,-0.493815326
4439,1,1,0.648973222,0.693330638,0.934376058
4441,1,1,-0.056531408,1.056112399,2.362567443
4443,1,1,0.362777948,0.693330638,2.362567443
4444,1,1,-0.150929259,1.056112399,-0.493815326
4445,1,1,-0.226251862,1.056112399,0.934376058
4446,1,1,-0.193366028,0.693330638,-0.493815326
4447.1,1,0,-0.236235418,-1.120578168,-0.493815326
4447.2,1,1,-0.176334081,1.056112399,0.934376058
4448,1,1,-0.209612601,1.056112399,0.934376058
4449,1,0,-0.236235418,-1.120578168,-0.493815326
4451,1,1,-0.225952355,1.056112399,-0.493815326
4452,1,1,-0.219596157,1.056112399,-0.493815326
4455,1,1,-0.204288038,1.056112399,-0.493815326
4456,1,1,-0.229579714,0.693330638,-0.493815326
4457,1,1,-0.219170192,1.056112399,0.934376058
4458,1,1,-0.229579714,0.693330638,-0.493815326
4459,1,1,-0.22425515,0.693330638,-0.493815326
4460,1,1,0.010025632,0.693330638,0.934376058
4461,1,1,0.766113613,0.693330638,0.934376058
4462,0,0,-0.236235418,-1.120578168,-0.493815326
4463,1,1,-0.233573136,1.056112399,-0.493815326
4464,1,1,0.452629952,1.056112399,2.362567443
4465,0,0,-0.236235418,-1.120578168,-0.493815326
4466,1,1,0.229663866,-0.757796407,-0.493815326
4468,0,0,-0.236235418,-1.120578168,-0.493815326
4469,1,1,-0.225586291,1.056112399,-0.493815326
4470,1,1,0.064602406,0.693330638,0.934376058
4471,1,1,-0.227050546,1.056112399,-0.493815326
4472.1,1,0,-0.236235418,-1.120578168,-0.493815326
4472.2,1,0,-0.236235418,-1.120578168,-0.493815326
4473,1,1,1.873622768,0.693330638,0.934376058
4474,1,1,-0.231576425,0.693330638,-0.493815326
4475,1,1,-0.198690591,1.056112399,-0.493815326
4476,1,1,-0.174690122,0.693330638,0.934376058
4477,1,1,0.362777948,1.056112399,5.218950212
4478,1,0,-0.236235418,-1.120578168,-0.493815326
4479.1,1,1,0.242975274,0.693330638,0.934376058
4479.2,1,1,-0.221280051,0.693330638,-0.493815326
4480,1,0,-0.236235418,-1.120578168,-0.493815326
4481,1,0,-0.236235418,-1.120578168,-0.493815326
4483,1,1,-0.230910854,1.056112399,-0.493815326
4484,1,0,-0.236235418,-1.120578168,-0.493815326
4485,1,0,-0.236235418,-1.120578168,-0.493815326
4486,1,0,-0.236235418,-1.120578168,-0.493815326
4487,1,0,-0.236235418,-1.120578168,-0.493815326
4488,1,1,-0.189645489,1.056112399,-0.493815326
4489,1,0,-0.236235418,-1.120578168,-0.493815326
4490,1,0,-0.236235418,-1.120578168,-0.493815326
4492,1,0,-0.236235418,-1.120578168,-0.493815326
4493.1,1,1,-0.228248573,1.056112399,-0.493815326
4493.2,1,0,-0.236235418,-1.120578168,-0.493815326
4494,1,0,-0.236235418,-1.120578168,-0.493815326
4495.1,1,1,-0.202956897,1.056112399,-0.493815326
4495.2,1,0,-0.236235418,-1.120578168,-0.493815326
4497.1,1,0,-0.236235418,-1.120578168,-0.493815326
4497.2,1,1,0.562449069,-0.757796407,-0.493815326
4498,1,1,-0.209612601,1.056112399,0.934376058
4499,1,0,-0.236235418,-1.120578168,-0.493815326
4500,1,0,-0.236235418,-1.120578168,-0.493815326
4501,1,1,0.762120191,-0.757796407,-0.493815326
4502,1,1,-0.230910854,1.056112399,-0.493815326
4503,1,0,-0.236235418,-1.120578168,-0.493815326
4504,1,1,0.701220499,1.056112399,2.362567443
4505,1,1,-0.22425515,1.056112399,-0.493815326
4506,1,1,0.063271265,-0.757796407,-0.493815326
4507,1,1,-0.195635623,1.056112399,0.934376058
4508,1,1,0.772103747,1.056112399,0.934376058
4509.1,1,0,-0.236235418,-1.120578168,-0.493815326
4509.21,1,1,0.296220907,-0.757796407,-0.493815326
4509.22,1,1,0.229663866,-0.757796407,-0.493815326
4510,1,0,-0.236235418,-1.120578168,-0.493815326
4511.1,1,1,7.750609451,-0.757796407,-0.493815326
4511.2,1,1,0.253624401,0.693330638,0.934376058
4512,1,1,-0.103121336,-0.757796407,-0.493815326
4513,1,1,-0.063187112,-0.757796407,-0.493815326
4514.1,1,1,-0.146383413,1.056112399,0.934376058
4514.2,1,0,-0.236235418,-1.120578168,-0.493815326
4515.1,1,1,-0.231043968,1.056112399,-0.493815326
4515.2,1,0,-0.236235418,-1.120578168,-0.493815326
4516,1,0,-0.236235418,-1.120578168,-0.493815326
4518,1,1,-0.22292401,0.693330638,-0.493815326
4519,1,1,0.296220907,0.693330638,0.934376058
4520,1,1,0.188398501,1.056112399,0.934376058
4521,1,1,-0.210943742,1.056112399,-0.493815326
4522,1,1,-0.232907566,1.056112399,-0.493815326
4523,1,1,1.760475799,-0.757796407,-0.493815326
4524,1,1,-0.218897309,1.056112399,-0.493815326
4525,1,1,-0.213606024,1.056112399,-0.493815326
4526,1,1,1.494247637,1.056112399,0.934376058
4527,1,1,0.325506005,0.693330638,2.362567443
4529,1,0,-0.236235418,-1.120578168,-0.493815326
4530,1,1,0.802054415,1.056112399,0.934376058
4531,1,1,-0.116432745,0.693330638,-0.493815326
4532,0,0,-0.236235418,-1.120578168,-0.493815326
4533,1,1,-0.129744153,1.056112399,0.934376058
4534,1,1,-0.232907566,1.056112399,-0.493815326
4535,1,1,-0.209612601,1.056112399,-0.493815326
4536,1,1,-0.228514801,1.056112399,-0.493815326
4537,0,0,-0.236235418,-1.120578168,-0.493815326
4538,1,1,-0.196301193,1.056112399,-0.493815326
4539,1,1,4.089972219,-0.757796407,3.790758827
4540,1,1,-0.216268305,1.056112399,-0.493815326
4541,1,1,-0.232375109,1.056112399,-0.493815326
4542,1,1,0.229663866,-0.757796407,-0.493815326
4543,1,1,-0.226251862,1.056112399,-0.493815326
4544,1,1,0.252958831,1.056112399,0.934376058
4545,1,1,0.822021527,1.056112399,0.934376058
4546.1,1,1,0.101208778,1.056112399,2.362567443
4546.2,0,0,-0.236235418,-1.120578168,-0.493815326
4547,1,1,-0.149711265,-0.757796407,-0.493815326
4548,1,1,-0.181658644,1.056112399,0.934376058
4549,1,1,0.619688124,1.056112399,0.934376058
4550,1,1,0.129828306,-0.757796407,-0.493815326
4551,1,1,0.076582673,1.056112399,2.362567443
4552,0,0,-0.236235418,-1.120578168,-0.493815326
4553,1,0,-0.236235418,-1.120578168,-0.493815326
4555,1,1,-0.189645489,1.056112399,0.934376058
4556,1,1,0.163106826,0.693330638,-0.493815326
4557,1,0,-0.236235418,-1.120578168,-0.493815326
4558,1,1,-0.226251862,1.056112399,-0.493815326
4559,1,1,-0.217599446,1.056112399,-0.493815326
4560,1,1,0.87526716,0.693330638,2.362567443
4561,1,1,1.640673126,0.693330638,0.934376058
4562,1,1,-0.22292401,1.056112399,-0.493815326
4563.1,0,0,-0.236235418,-1.120578168,-0.493815326
4563.2,1,1,-0.221592869,1.056112399,-0.493815326
4564,1,1,2.841362138,0.693330638,5.218950212
4565,0,0,-0.236235418,-1.120578168,-0.493815326
4566,1,0,-0.236235418,-1.120578168,-0.493815326
4567,1,0,-0.236235418,-1.120578168,-0.493815326
4568,1,1,0.835332936,1.056112399,3.790758827
4569,1,1,1.028348353,-0.757796407,-0.493815326
4570,1,1,0.096549785,0.693330638,-0.493815326
4571,1,1,0.105867771,1.056112399,0.934376058
4572.1,1,1,0.108862838,1.056112399,0.934376058
4572.2,1,0,-0.236235418,-1.120578168,-0.493815326
4572.3,1,0,-0.236235418,-1.120578168,-0.493815326
4573,1,1,-0.133537904,1.056112399,0.934376058
4574,1,1,-0.235237062,1.056112399,-0.493815326
4575,1,1,0.003369928,-0.757796407,-0.493815326
4576,1,1,-0.086482076,0.693330638,-0.493815326
4577,1,0,-0.236235418,-1.120578168,-0.493815326
4578,1,1,0.795398711,1.056112399,0.934376058
4579,1,1,-0.036564296,0.693330638,-0.493815326
4580,1,1,-0.103121336,1.056112399,0.934376058
4581,1,1,0.69556315,-0.757796407,-0.493815326
4582,1,1,0.778759451,1.056112399,0.934376058
4583,1,1,1.028348353,-0.757796407,-0.493815326
4584,0,0,-0.236235418,-1.120578168,-0.493815326
4585,1,1,1.111544654,1.056112399,0.934376058
4586,0,0,-0.236235418,-1.120578168,-0.493815326
4587,1,1,0.429334988,-0.757796407,-0.493815326
4588,1,1,-0.149711265,-0.757796407,-0.493815326
4589,1,1,0.762120191,-0.757796407,-0.493815326
4590,1,1,-0.233573136,1.056112399,-0.493815326
4591,1,1,0.340148554,1.056112399,0.934376058
4592,1,0,-0.236235418,-1.120578168,-0.493815326
4593,1,1,0.429334988,0.693330638,-0.493815326
4594,1,1,0.62900611,-0.757796407,-0.493815326
4595.1,0,0,-0.236235418,-1.120578168,-0.493815326
4595.2,0,0,-0.236235418,-1.120578168,-0.493815326
4596,1,1,0.519186993,1.056112399,0.934376058
4597,1,0,-0.236235418,-1.120578168,-0.493815326
4598,1,0,-0.236235418,-1.120578168,-0.493815326
4599,1,1,-0.210943742,1.056112399,0.934376058
4600,1,1,0.429334988,-0.757796407,-0.493815326
4601.1,0,0,-0.236235418,-1.120578168,-0.493815326
4601.2,1,0,-0.236235418,-1.120578168,-0.493815326
4602,1,1,-0.221592869,0.693330638,-0.493815326
4603,1,1,-0.212274883,0.693330638,-0.493815326
4604,1,1,-0.210444564,1.056112399,-0.493815326
4606,1,1,-0.176999652,0.693330638,0.934376058
4608,1,1,-0.182989785,0.693330638,-0.493815326
4609.1,1,1,-0.209612601,-0.757796407,-0.493815326
4609.2,1,1,-0.209612601,1.056112399,-0.493815326
4610,1,1,-0.233573136,0.693330638,-0.493815326
4611,1,0,-0.236235418,-1.120578168,-0.493815326
4612,1,1,0.482580621,0.693330638,0.934376058
4613,1,1,-0.219928943,0.693330638,-0.493815326
4615,1,1,-0.234571492,1.056112399,-0.493815326
4616,1,1,-0.202956897,1.056112399,-0.493815326
4617,1,1,-0.143301822,0.693330638,0.934376058
4620,0,0,-0.236235418,-1.120578168,-0.493815326
4621,1,1,-0.185652067,0.693330638,-0.493815326
4622,0,0,-0.236235418,-1.120578168,-0.493815326
4623,1,1,-0.212940453,0.693330638,-0.493815326
4624,1,1,-0.233573136,1.41889416,-0.493815326
4625.1,0,0,-0.236235418,-1.120578168,-0.493815326
4625.2,1,1,-0.234072314,0.693330638,-0.493815326
4626,1,1,-0.233306908,1.056112399,-0.493815326
4627,1,0,-0.236235418,-1.120578168,-0.493815326
4628,1,0,-0.236235418,-1.120578168,-0.493815326
4629,1,1,-0.202956897,-0.757796407,-0.493815326
4630,1,1,-0.189645489,-0.757796407,-0.493815326
4631,1,1,0.150128203,0.693330638,0.934376058
4632.1,1,1,-0.215602735,1.056112399,-0.493815326
4632.2,1,1,-0.192307771,1.056112399,0.934376058
4635,1,1,-0.136399857,1.41889416,0.934376058
4636,1,1,-0.234105592,1.056112399,-0.493815326
4637,1,1,-0.221925654,1.056112399,0.934376058
4638,1,1,-0.214937165,1.41889416,-0.493815326
4641,1,1,-0.156366969,0.693330638,-0.493815326
4642,1,1,-0.104785262,1.056112399,0.934376058
4643,1,1,-0.187249436,1.056112399,-0.493815326
4644,1,0,-0.236235418,-1.120578168,-0.493815326
4646,1,1,-0.19097663,1.056112399,-0.493815326
4647,1,0,-0.236235418,-1.120578168,-0.493815326
4648,0,0,-0.236235418,-1.120578168,-0.493815326
4649,0,0,-0.236235418,-1.120578168,-0.493815326
4650,1,1,0.129828306,0.330548877,-0.493815326
4651,1,0,-0.236235418,-1.120578168,-0.493815326
4652,0,0,-0.236235418,-1.120578168,-0.493815326
4653,1,0,-0.236235418,-1.120578168,-0.493815326
