,a01,Savings in past year,Current Savings,Total Savings,Saving Frequency,Savings diversification
6356,4616.0,1,1,5000.0,6.0,1
6357,4617.0,1,1,13963.0,5.0,2
6359,4620.0,0,0,0.0,0.0,1
6360,4621.0,1,1,7600.0,5.0,1
6361,4622.0,0,0,0.0,0.0,1
6362,4623.0,1,1,3500.0,5.0,1
6363,4624.0,1,1,400.0,7.0,1
6364,4625.1,0,0,0.0,0.0,1
6365,4625.2,1,1,325.0,5.0,1
6366,4626.0,1,1,440.0,6.0,1
6367,4627.0,1,0,0.0,0.0,1
6368,4628.0,1,0,0.0,0.0,1
6369,4629.0,1,1,5000.0,1.0,1
6370,4630.0,1,1,7000.0,1.0,1
6371,4631.0,1,1,58050.0,5.0,2
6373,4632.1,1,1,3100.0,6.0,1
6374,4632.2,1,1,6600.0,6.0,2
6376,4635.0,1,1,15000.0,7.0,2
6378,4636.0,1,1,320.0,6.0,1
6380,4637.0,1,1,2150.0,6.0,2
6381,4638.0,1,1,3200.0,7.0,1
6382,4641.0,1,1,12000.0,5.0,1
6383,4642.0,1,1,19750.0,6.0,2
6385,4643.0,1,1,7360.0,6.0,1
6386,4644.0,1,0,0.0,0.0,1
6387,4646.0,1,1,6800.0,6.0,1
6388,4647.0,1,0,0.0,0.0,1
6389,4648.0,0,0,0.0,0.0,1
6390,4649.0,0,0,0.0,0.0,1
6391,4650.0,1,1,55000.0,4.0,1
6392,4651.0,1,0,0.0,0.0,1
6393,4652.0,0,0,0.0,0.0,1
6394,4653.0,1,0,0.0,0.0,1
6395,4654.0,1,1,10200.0,6.0,2
6397,4656.0,1,0,0.0,0.0,1
6399,4657.0,1,1,5200.0,6.0,2
6400,4658.0,1,1,3000.0,6.0,1
6401,4659.0,0,0,0.0,0.0,1
6403,4660.0,1,1,28000.0,6.0,2
6404,4661.0,0,0,0.0,0.0,1
6405,4662.0,1,1,160.0,5.0,1
6406,4663.1,1,1,400.0,6.0,1
6407,4663.2,1,1,7500.0,6.0,2
6409,4665.0,1,0,0.0,0.0,1
6410,4667.1,0,0,0.0,0.0,1
6411,4667.2,1,1,2700.0,5.0,1
6412,4668.0,0,0,0.0,0.0,1
6413,4669.0,1,1,12577.0,6.0,3
6416,4670.0,1,0,0.0,0.0,1
6417,4671.0,1,1,5700.0,6.0,2
6419,4672.0,0,0,0.0,0.0,1
6420,4673.0,0,0,0.0,0.0,1
6421,4674.0,1,1,100000.0,1.0,1
6422,4675.0,1,1,300000.0,7.0,1
6423,4676.0,1,0,0.0,0.0,1
6424,4677.0,1,1,140000.0,5.0,2
6426,4678.0,1,0,0.0,0.0,1
6427,4679.0,0,0,0.0,0.0,1
6428,4680.0,1,1,850.0,6.0,1
6429,4681.0,0,0,0.0,0.0,1
6430,4682.0,1,1,2000.0,6.0,2
6432,4683.0,1,1,350.0,6.0,1
6433,4685.0,1,0,0.0,0.0,1
6434,4686.0,1,1,2000.0,6.0,1
6435,4687.0,1,1,14800.0,6.0,3
6438,4688.0,1,1,50715.0,6.0,4
6442,4689.0,0,0,0.0,0.0,1
6443,4690.0,1,1,50000.0,5.0,1
6444,4691.0,1,1,30000.0,1.0,1
6445,4692.0,1,1,196900.0,2.0,4
6449,4693.0,1,0,0.0,0.0,1
6450,4694.1,1,1,6130.0,6.0,2
6452,4694.2,1,1,5420.0,6.0,2
6455,4695.0,1,1,28000.0,6.0,2
6457,4696.0,1,1,7900.0,6.0,2
6458,4697.0,1,1,12000.0,2.0,1
6459,4698.0,1,1,2000.0,6.0,1
6461,4699.0,1,1,3400.0,7.0,4
6464,4700.0,0,0,0.0,0.0,1
6465,4701.0,1,1,212500.0,7.0,2
6467,4702.0,1,1,50000.0,5.0,2
6469,4703.0,1,1,10985.0,6.0,2
6471,4704.0,1,1,34825.0,5.0,2
6473,4705.0,1,1,5000.0,5.0,1
6474,4706.0,0,0,0.0,0.0,1
6475,4707.0,1,1,10000.0,2.0,1
6476,4708.1,1,1,4000.0,5.0,1
6477,4708.2,0,0,0.0,0.0,1
6478,4709.0,1,1,92660.0,6.0,2
6482,4710.0,1,1,35100.0,6.0,3
6483,4711.0,1,1,60000.0,2.0,1
6484,4712.0,0,0,0.0,0.0,1
6486,4713.0,1,1,9600.0,5.0,2
6487,4714.0,1,1,16000.0,6.0,2
6489,4715.0,1,1,34000.0,5.0,2
6491,4716.0,0,0,0.0,0.0,1
6492,4717.0,1,1,7135.0,5.0,2
6494,4718.0,1,1,6000.0,5.0,1
6495,4719.0,1,1,3800.0,5.0,3
6499,4720.0,1,1,376000.0,5.0,3
6501,4721.0,0,0,0.0,0.0,1
6502,4723.0,1,0,0.0,0.0,1
6503,4724.0,0,0,0.0,0.0,1
6504,4726.0,0,0,0.0,0.0,1
6505,4727.0,1,1,3073.0,6.0,1
6507,4728.0,1,1,22000.0,5.0,2
6508,4729.0,1,0,0.0,0.0,1
6509,4730.0,0,0,0.0,0.0,1
6510,4732.0,0,0,0.0,0.0,1
6512,4733.0,1,1,10300.0,6.0,2
6513,4734.0,1,0,0.0,0.0,1
6514,4735.0,1,1,10000.0,1.0,1
6515,4736.0,1,1,6000.0,5.0,1
6516,4737.0,1,1,5616.0,6.0,1
6517,4738.0,1,0,0.0,0.0,1
6518,4739.0,0,0,0.0,0.0,1
6519,4740.1,1,1,25000.0,1.0,1
6520,4740.2,1,0,0.0,0.0,1
6525,4741.0,1,1,94500.0,7.0,6
6527,4742.0,1,1,5660.0,6.0,2
6529,4743.0,1,1,50000.0,1.0,1
6530,4745.0,1,0,0.0,0.0,1
6532,4746.0,1,1,106250.0,6.0,2
6533,4747.0,1,1,4600.0,6.0,2
6535,4748.0,1,1,122390.0,6.0,2
6537,4749.0,1,1,1550.0,6.0,1
6538,4750.0,1,1,9100.0,6.0,3
6541,4751.0,1,1,30000.0,1.0,1
6542,4752.0,1,1,4100.0,6.0,2
6544,4753.0,1,1,3300.0,6.0,1
6545,4754.0,1,0,0.0,0.0,1
6546,4755.0,1,0,0.0,0.0,1
6547,4756.0,1,1,2500.0,6.0,2
6549,4757.0,1,1,150000.0,1.0,1
6550,4758.0,1,1,102600.0,7.0,2
6552,4759.0,1,1,100000.0,1.0,1
6554,4761.1,1,1,40600.0,6.0,2
6555,4761.2,1,1,1500.0,6.0,1
6556,4762.0,1,1,900000.0,1.0,1
6557,4764.0,0,0,0.0,0.0,1
6558,4765.0,1,1,11500.0,6.0,3
6561,4766.0,1,1,2000.0,6.0,1
6562,4767.0,1,1,4178.0,5.0,1
6563,4768.0,1,1,53971.0,6.0,4
6567,4769.0,0,0,0.0,0.0,1
6568,4770.0,1,1,3330.0,6.0,1
6569,4771.11,1,0,0.0,0.0,1
6570,4771.12,1,0,0.0,0.0,1
6571,4771.13,1,0,0.0,0.0,1
6572,4771.2,1,1,106327.0,6.0,2
6574,4772.0,1,1,3215.0,6.0,1
6575,4773.0,1,1,3000.0,6.0,1
6576,4774.0,1,1,5000.0,6.0,1
6577,4775.0,1,1,5150.0,6.0,1
6578,4776.0,1,1,20000.0,1.0,1
6579,4777.0,1,1,13059.0,6.0,3
6583,4778.0,1,1,11000.0,6.0,2
6584,4779.0,1,1,900.0,6.0,1
6585,4780.0,1,1,30000.0,1.0,1
6586,4781.0,1,1,90067.0,6.0,3
6589,4782.1,1,1,7000.0,6.0,1
6590,4782.2,1,0,0.0,0.0,1
6591,4783.0,0,0,0.0,0.0,1
6592,4784.0,0,0,0.0,0.0,1
6593,4785.0,1,1,1227.0,6.0,1
6594,4786.0,1,1,7000.0,6.0,1
6595,4787.0,0,0,0.0,0.0,1
6597,4788.1,1,1,7000.0,6.0,2
6599,4788.2,1,1,17000.0,6.0,2
6601,4788.3,1,1,8398.0,6.0,3
6603,4789.0,1,1,5664.0,5.0,1
6604,4790.1,0,0,0.0,0.0,1
6605,4790.2,0,0,0.0,0.0,1
6606,4791.0,1,1,54091.0,6.0,3
6610,4792.0,1,1,311000.0,5.0,2
6611,4793.0,1,0,0.0,0.0,1
6612,4794.0,1,1,5200.0,6.0,2
6614,4795.0,1,1,16000.0,5.0,1
6615,4796.0,0,0,0.0,0.0,1
6616,4797.0,0,0,0.0,0.0,1
6618,4798.0,1,1,10727.0,6.0,2
6619,4799.0,1,1,41000.0,5.0,2
6621,4800.0,1,1,1800.0,6.0,1
6622,4801.0,1,1,100000.0,1.0,1
6623,4802.0,1,1,53000.0,1.0,2
6625,4803.0,1,0,0.0,0.0,1
6626,4804.0,1,0,0.0,0.0,1
6627,4805.0,1,1,21000.0,6.0,1
6628,4806.0,1,1,125000.0,1.0,1
6629,4807.0,1,0,0.0,0.0,1
6630,4808.0,1,1,33000.0,0.0,1
6631,4809.0,1,1,117500.0,6.0,4
6635,4810.0,1,1,5000.0,5.0,1
6636,4811.0,1,1,10000.0,6.0,1
6639,4812.0,1,1,61500.0,6.0,4
6641,4813.0,1,1,21000.0,6.0,3
6644,4814.0,1,0,0.0,0.0,1
6645,4815.0,1,0,0.0,0.0,1
6646,4816.0,1,1,250000.0,1.0,1
6647,4817.0,1,1,100000.0,1.0,1
6648,4818.0,1,0,0.0,0.0,1
6649,4819.0,1,1,40000.0,1.0,1
6650,4820.0,1,0,0.0,0.0,1
6651,4821.0,1,0,0.0,0.0,1
6652,4822.0,1,0,0.0,0.0,1
6653,4824.0,1,0,0.0,0.0,1
6654,4825.0,1,1,1200.0,5.0,1
6655,4826.1,1,1,1500.0,6.0,1
6656,4826.2,1,1,10000.0,5.0,1
6657,4827.1,1,1,300.0,6.0,1
6658,4827.2,1,1,500.0,6.0,1
6659,4828.0,1,0,0.0,0.0,1
6660,4829.0,1,0,0.0,0.0,1
6662,4830.0,1,1,125400.0,5.0,2
6663,4831.0,1,1,5000.0,6.0,1
6664,4832.0,1,0,0.0,0.0,1
6665,4833.0,1,0,0.0,0.0,1
6666,4834.1,1,0,0.0,0.0,1
6667,4834.2,1,0,0.0,0.0,1
6669,4835.0,1,1,135000.0,6.0,4
6673,4836.0,1,1,7000.0,6.0,2
6674,4837.0,1,0,0.0,0.0,1
6675,4840.2,1,1,120000.0,1.0,1
6676,4841.0,1,1,87300.0,5.0,2
6678,4842.0,1,0,0.0,0.0,1
6679,4844.0,1,1,150000.0,1.0,1
6680,4845.0,1,1,20000.0,1.0,1
6681,4846.1,1,0,0.0,0.0,1
6683,4846.2,1,1,254000.0,5.0,2
6684,4847.0,1,1,60000.0,5.0,1
6685,4849.0,1,0,0.0,0.0,1
6686,4850.0,1,0,0.0,0.0,1
6688,4851.0,1,1,7600.0,6.0,2
6689,4852.0,1,1,22000.0,5.0,1
6690,4853.0,1,0,0.0,0.0,1
6691,4854.0,0,0,0.0,0.0,1
6692,4855.0,1,1,11000.0,6.0,1
6693,4856.0,1,1,3000.0,5.0,1
6694,4857.0,1,1,120000.0,1.0,1
6695,4858.0,1,0,0.0,0.0,1
6696,4859.0,1,0,0.0,0.0,1
6697,4860.0,1,1,12400.0,6.0,3
6700,4861.0,1,1,7000.0,1.0,1
6701,4862.0,1,0,0.0,0.0,1
6702,4863.1,1,1,8000.0,5.0,1
6703,4863.2,1,0,0.0,0.0,1
6704,4865.0,1,1,4260.0,6.0,1
6705,4866.1,1,0,0.0,0.0,1
6706,4866.2,1,1,4300.0,6.0,1
6707,4867.0,1,1,8000.0,5.0,1
6708,4868.0,0,0,0.0,0.0,1
6709,4869.0,1,1,5000.0,6.0,1
6710,4870.0,1,1,56000.0,5.0,1
6711,4871.0,1,1,4600.0,6.0,2
6713,4872.0,1,1,11660.0,6.0,2
6716,4873.0,1,1,47000.0,6.0,3
6718,4874.0,1,1,1300.0,6.0,1
6719,4875.0,1,0,0.0,0.0,1
6720,4877.0,1,0,0.0,0.0,1
6721,4878.0,1,0,0.0,0.0,1
6722,4879.0,1,1,6000.0,6.0,1
6723,4881.1,1,1,20000.0,6.0,1
6724,4881.2,1,0,0.0,0.0,1
6725,4882.0,1,1,120100.0,6.0,2
6727,4883.1,1,0,0.0,0.0,1
6728,4883.2,1,1,1750.0,6.0,1
6729,4883.3,1,0,0.0,0.0,1
6730,4884.0,1,1,6000.0,6.0,1
6731,4885.0,1,1,13000.0,6.0,1
6732,4886.0,1,0,0.0,0.0,1
6733,4887.0,1,1,28000.0,1.0,1
6734,4888.1,1,0,0.0,0.0,1
6735,4888.2,1,0,0.0,0.0,1
6736,4889.0,1,1,9000.0,6.0,1
6737,4890.0,1,0,0.0,0.0,1
6738,4891.0,1,0,0.0,0.0,1
6739,4892.0,1,1,4166.0,6.0,1
6740,4893.0,1,1,60450.0,6.0,2
6742,4894.0,1,0,0.0,0.0,1
6743,4895.0,1,1,40000.0,1.0,1
6744,4896.0,1,0,0.0,0.0,1
6745,4897.0,1,0,0.0,0.0,1
6746,4898.0,1,1,73600.0,6.0,2
6748,4899.0,1,1,7310.0,1.0,1
6749,4900.0,1,0,0.0,0.0,1
6750,4901.0,1,1,50000.0,1.0,1
6751,4903.0,1,1,60000.0,2.0,1
6752,4905.0,1,0,0.0,0.0,1
6753,4906.0,1,1,200000.0,1.0,1
6754,4908.0,1,1,30004.0,2.0,2
6756,4909.0,1,0,0.0,0.0,1
6757,4910.0,1,0,0.0,0.0,1
6758,4911.0,0,0,0.0,0.0,1
6759,4913.0,1,1,25000.0,2.0,1
6760,4914.0,1,1,400000.0,5.0,1
6761,4916.0,1,0,0.0,0.0,1
6762,4917.1,0,0,0.0,0.0,1
6763,4917.2,0,0,0.0,0.0,1
6764,4918.0,1,0,0.0,0.0,1
6765,4919.0,0,0,0.0,0.0,1
6766,4920.1,1,0,0.0,0.0,1
6767,4921.0,1,0,0.0,0.0,1
6768,4922.0,1,1,3500.0,6.0,1
6769,4923.0,0,0,0.0,0.0,1
6770,4924.0,0,0,0.0,0.0,1
6771,4926.1,1,0,0.0,0.0,1
6772,4926.2,1,1,4000.0,6.0,2
6774,4927.0,1,1,6000.0,6.0,1
6775,4928.0,0,0,0.0,0.0,1
6776,4929.0,1,0,0.0,0.0,1
6777,4930.1,0,0,0.0,0.0,1
6778,4930.2,0,0,0.0,0.0,1
6779,4931.0,0,0,0.0,0.0,1
6780,4932.0,1,1,130000.0,5.0,3
6783,4933.0,1,0,0.0,0.0,1
6784,4934.1,1,1,13200.0,5.0,1
6785,4934.2,1,0,0.0,0.0,1
6786,4934.3,1,0,0.0,0.0,1
6787,4934.4,0,0,0.0,0.0,1
6788,4935.0,0,0,0.0,0.0,1
6789,4936.0,0,0,0.0,0.0,1
6790,4937.0,0,0,0.0,0.0,1
6791,4938.0,0,0,0.0,0.0,1
6792,4940.0,0,0,0.0,0.0,1
6793,4941.0,0,0,0.0,0.0,1
6794,4942.0,1,0,0.0,0.0,1
6795,4943.0,0,0,0.0,0.0,1
6796,4944.0,0,0,0.0,0.0,1
6797,4945.0,0,0,0.0,0.0,1
6798,4946.1,1,1,1800.0,5.0,1
6799,4946.2,0,0,0.0,0.0,1
6800,4947.0,1,0,0.0,0.0,1
6801,4948.0,1,1,20000.0,1.0,1
6802,4949.0,0,0,0.0,0.0,1
6803,4950.0,1,0,0.0,0.0,1
6804,4951.0,0,0,0.0,0.0,1
6805,4952.0,0,0,0.0,0.0,1
6806,4953.0,0,0,0.0,0.0,1
6807,4954.0,0,0,0.0,0.0,1
6808,4955.0,0,0,0.0,0.0,1
6809,4956.1,0,0,0.0,0.0,1
6810,4956.2,1,1,4600.0,5.0,1
6811,4957.0,1,1,7647.0,5.0,1
6812,4958.1,0,0,0.0,0.0,1
6813,4958.2,0,0,0.0,0.0,1
6814,4958.3,0,0,0.0,0.0,1
6815,4959.0,1,0,0.0,0.0,1
6816,4960.0,0,0,0.0,0.0,1
6817,4962.0,1,0,0.0,0.0,1
6818,4963.0,1,0,0.0,0.0,1
6819,4964.0,0,0,0.0,0.0,1
6820,4965.0,1,0,0.0,0.0,1
6821,4966.0,0,0,0.0,0.0,1
6822,4968.0,0,0,0.0,0.0,1
6823,4970.0,1,0,0.0,0.0,1
6824,4971.0,1,1,350.0,5.0,1
6825,4972.0,1,1,8200.0,6.0,1
6826,4973.0,1,1,50000.0,1.0,1
6827,4974.0,0,0,0.0,0.0,1
6828,4975.0,1,0,0.0,0.0,1
6829,4976.0,0,0,0.0,0.0,1
6830,4977.0,1,1,40000.0,1.0,1
6831,4978.0,1,1,43000.0,1.0,1
6832,4980.0,1,0,0.0,0.0,1
6833,4981.0,0,0,0.0,0.0,1
6834,4982.0,0,0,0.0,0.0,1
6835,4983.0,1,1,3500.0,6.0,1
6836,4984.0,0,0,0.0,0.0,1
6837,4985.0,1,1,3250.0,6.0,1
6838,4986.0,0,0,0.0,0.0,1
6839,4987.0,1,0,0.0,0.0,1
6840,4988.1,0,0,0.0,0.0,1
6841,4988.2,0,0,0.0,0.0,1
6842,4989.0,1,1,9000.0,6.0,1
6843,4990.0,1,0,0.0,0.0,1
6845,4991.1,1,1,128000.0,5.0,3
6848,4991.2,1,1,45500.0,5.0,2
6849,4992.0,1,1,28000.0,2.0,1
6850,4993.0,0,0,0.0,0.0,1
6851,4994.0,1,1,4450.0,6.0,1
6852,4995.0,1,1,165000.0,2.0,1
6853,4996.0,0,0,0.0,0.0,1
6854,4997.0,1,0,0.0,0.0,1
6855,4998.0,1,1,63000.0,2.0,2
6857,4999.0,1,0,0.0,0.0,1
6858,5000.0,1,1,3100.0,6.0,1
6859,5001.0,1,0,0.0,0.0,1
6860,5002.0,0,0,0.0,0.0,1
6861,5003.0,1,0,0.0,0.0,1
6862,5004.0,0,0,0.0,0.0,1
6863,5005.0,0,0,0.0,0.0,1
6864,5006.0,0,0,0.0,0.0,1
6865,5007.0,0,0,0.0,0.0,1
6866,5008.0,0,0,0.0,0.0,1
6867,5009.0,0,0,0.0,0.0,1
6868,5010.0,0,0,0.0,0.0,1
6869,5011.0,0,0,0.0,0.0,1
6870,5012.0,0,0,0.0,0.0,1
6871,5013.0,0,0,0.0,0.0,1
6872,5015.0,1,0,0.0,0.0,1
6873,5016.0,0,0,0.0,0.0,1
6874,5018.0,1,1,30000.0,1.0,1
6875,5020.0,1,0,0.0,0.0,1
6876,5021.0,0,0,0.0,0.0,1
6877,5022.0,1,1,2780.0,6.0,1
6878,5024.0,0,0,0.0,0.0,1
6879,5025.0,0,0,0.0,0.0,1
6880,5026.0,1,1,15000.0,6.0,1
6881,5027.1,1,0,0.0,0.0,1
6882,5027.2,1,0,0.0,0.0,1
6883,5028.0,1,1,2500.0,6.0,1
6884,5029.0,1,0,0.0,0.0,1
6885,5030.0,1,1,40000.0,5.0,1
6886,5031.0,1,1,30000.0,5.0,1
6887,5032.0,1,1,63000.0,1.0,2
6889,5033.0,0,0,0.0,0.0,1
6890,5034.0,1,1,26000.0,6.0,1
6891,5035.0,1,1,2400.0,5.0,1
6892,5036.1,1,1,2300.0,6.0,2
6894,5036.2,1,1,60000.0,1.0,1
6895,5037.1,0,0,0.0,0.0,1
6896,5037.2,0,0,0.0,0.0,1
6897,5039.0,1,1,9993.0,6.0,2
6899,5040.0,0,0,0.0,0.0,1
6900,5041.0,1,1,30000.0,1.0,1
6901,5042.0,1,1,23500.0,5.0,2
6903,5043.0,1,1,19000.0,5.0,2
6905,5044.0,1,1,70000.0,1.0,1
6906,5045.0,1,1,15000.0,5.0,1
6907,5046.0,0,0,0.0,0.0,1
6908,5047.0,1,1,4200.0,6.0,1
6909,5048.1,1,1,22000.0,6.0,3
6912,5048.2,1,1,3800.0,6.0,1
6913,5049.0,0,0,0.0,0.0,1
6914,5050.0,0,0,0.0,0.0,1
6915,5051.0,0,0,0.0,0.0,1
6916,5052.0,1,1,2600.0,6.0,1
6917,5053.0,1,0,0.0,0.0,1
6918,5054.0,1,1,750.0,6.0,1
6919,5055.0,0,0,0.0,0.0,1
6920,5056.0,1,1,35000.0,1.0,1
6921,5057.0,0,0,0.0,0.0,1
6922,5058.1,1,0,0.0,0.0,1
6923,5058.2,1,0,0.0,0.0,1
6924,5059.0,1,1,20000.0,2.0,1
6925,5060.0,1,1,32200.0,6.0,2
6927,5061.0,1,1,12500.0,6.0,1
6928,5062.0,1,1,3700.0,6.0,2
6930,5063.0,1,0,0.0,0.0,1
6931,5064.0,1,1,2950.0,6.0,1
6932,5065.0,1,1,19430.0,6.0,4
6936,5066.0,1,0,0.0,0.0,1
6937,5067.0,1,1,21035.0,6.0,2
6939,5068.0,0,0,0.0,0.0,1
6940,5069.0,1,1,63200.0,6.0,2
6942,5070.0,1,1,1150.0,6.0,1
6943,5072.0,1,1,129000.0,2.0,1
6944,5073.0,1,1,35650.0,6.0,2
6946,5074.0,1,1,10800.0,6.0,3
6949,5076.0,1,0,0.0,0.0,1
6950,5077.0,1,1,25500.0,5.0,3
6953,5078.0,1,1,80000.0,5.0,2
6955,5079.0,1,1,38000.0,6.0,4
6959,5080.0,1,1,11000.0,5.0,2
6961,5081.0,0,0,0.0,0.0,1
6962,5082.0,1,1,5000.0,6.0,1
6963,5083.0,1,1,2860.0,6.0,1
6964,5084.0,1,1,800.0,6.0,1
6965,5085.0,0,0,0.0,0.0,1
6966,5086.1,1,1,1625.0,6.0,1
6967,5086.21,0,0,0.0,0.0,1
6968,5086.22,1,1,900.0,6.0,1
6969,5087.0,1,1,13000.0,5.0,1
6970,5088.0,0,0,0.0,0.0,1
6971,5089.0,0,0,0.0,0.0,1
6973,5090.0,1,1,7250.0,6.0,2
6974,5091.0,1,1,8500.0,6.0,1
6975,5092.0,0,0,0.0,0.0,1
6976,5093.0,0,0,0.0,0.0,1
6977,5094.0,1,1,6650.0,6.0,2
6979,5095.0,0,0,0.0,0.0,1
6980,5096.0,0,0,0.0,0.0,1
6981,5097.0,0,0,0.0,0.0,1
6982,5098.0,0,0,0.0,0.0,1
6983,5099.0,1,0,0.0,0.0,1
6984,5100.0,0,0,0.0,0.0,1
6985,5101.0,0,0,0.0,0.0,1
6986,5102.0,0,0,0.0,0.0,1
6987,5103.1,1,1,3000.0,6.0,1
6988,5103.2,0,0,0.0,0.0,1
6989,5104.0,1,1,5500.0,6.0,2
6991,5105.0,0,0,0.0,0.0,1
6992,5106.0,0,0,0.0,0.0,1
6993,5107.0,0,0,0.0,0.0,1
6994,5108.0,0,0,0.0,0.0,1
6995,5109.0,0,0,0.0,0.0,1
6996,5110.0,1,1,6500.0,6.0,2
6998,5111.0,0,0,0.0,0.0,1
6999,5112.0,0,0,0.0,0.0,1
7000,5113.0,1,1,2000.0,6.0,1
7001,5114.0,0,0,0.0,0.0,1
7002,5115.0,1,1,12000.0,2.0,1
7003,5116.0,1,1,1280.0,1.0,1
7004,5117.0,1,1,12820.0,6.0,1
7005,5118.0,0,0,0.0,0.0,1
7006,5119.0,1,1,862.0,6.0,1
7007,5120.0,0,0,0.0,0.0,1
7008,5121.0,1,1,2200.0,5.0,1
7009,5122.0,1,1,50000.0,2.0,1
7010,5124.0,0,0,0.0,0.0,1
7011,5126.0,1,1,12000.0,6.0,1
7012,5127.0,0,0,0.0,0.0,1
7013,5128.0,0,0,0.0,0.0,1
7014,5129.0,0,0,0.0,0.0,1
7015,5130.0,1,1,48770.0,6.0,2
7017,5132.0,0,0,0.0,0.0,1
7018,5133.0,0,0,0.0,0.0,1
7019,5134.0,1,1,22000.0,1.0,1
7020,5135.0,0,0,0.0,0.0,1
7021,5137.0,0,0,0.0,0.0,1
7022,5138.0,1,1,1000.0,1.0,1
7023,5139.0,0,0,0.0,0.0,1
7024,5140.0,1,1,15000.0,1.0,1
7025,5141.0,0,0,0.0,0.0,1
7026,5142.0,0,0,0.0,0.0,1
7027,5143.0,0,0,0.0,0.0,1
7028,5144.0,0,0,0.0,0.0,1
7029,5145.0,0,0,0.0,0.0,1
7030,5146.0,1,1,5070.0,6.0,2
7032,5147.0,1,1,2420.0,6.0,1
7033,5148.0,1,1,3200.0,6.0,1
7034,5149.0,0,0,0.0,0.0,1
7035,5150.0,0,0,0.0,0.0,1
7036,5151.0,0,0,0.0,0.0,1
7037,5152.0,1,0,0.0,0.0,1
7038,5153.0,0,0,0.0,0.0,1
7039,5154.0,0,0,0.0,0.0,1
7040,5155.0,1,1,15000.0,6.0,1
7041,5156.0,1,1,3300.0,6.0,2
7043,5157.0,0,0,0.0,0.0,1
7044,5158.1,1,0,0.0,0.0,1
7045,5158.2,1,0,0.0,0.0,1
7046,5159.0,0,0,0.0,0.0,1
7047,5160.0,0,0,0.0,0.0,1
7048,5161.0,1,1,50000.0,1.0,1
7049,5162.0,0,0,0.0,0.0,1
7050,5163.0,1,1,20000.0,1.0,1
7051,5164.0,0,0,0.0,0.0,1
7052,5165.0,0,0,0.0,0.0,1
7053,5166.0,1,1,20000.0,1.0,1
7054,5167.0,0,0,0.0,0.0,1
7055,5168.0,0,0,0.0,0.0,1
7056,5169.0,1,1,30000.0,1.0,1
7057,5171.0,1,1,2000.0,1.0,1
7058,5172.0,1,1,128000.0,5.0,2
7060,5173.0,0,0,0.0,0.0,1
7061,5174.0,0,0,0.0,0.0,1
7062,5175.0,0,0,0.0,0.0,1
7063,5176.0,0,0,0.0,0.0,1
7064,5177.0,1,1,80000.0,1.0,1
7065,5178.0,0,0,0.0,0.0,1
7066,5179.0,0,0,0.0,0.0,1
7067,5180.0,1,1,10000.0,1.0,1
7068,5181.1,0,0,0.0,0.0,1
7069,5181.2,1,1,2600.0,5.0,1
7070,5182.0,0,0,0.0,0.0,1
7071,5183.0,1,1,37600.0,2.0,2
7073,5184.0,0,0,0.0,0.0,1
7074,5185.0,1,1,6000.0,5.0,1
7075,5186.1,0,0,0.0,0.0,1
7076,5186.2,0,0,0.0,0.0,1
7077,5187.0,0,0,0.0,0.0,1
7078,5188.0,0,0,0.0,0.0,1
7079,5189.0,0,0,0.0,0.0,1
7080,5190.1,0,0,0.0,0.0,1
7081,5190.2,0,0,0.0,0.0,1
7082,5191.0,1,1,19000.0,5.0,1
7083,5192.0,0,0,0.0,0.0,1
7084,5193.0,1,1,4550.0,6.0,1
7085,5194.0,0,0,0.0,0.0,1
7086,5195.0,0,0,0.0,0.0,1
7087,5196.1,1,1,150000.0,1.0,1
7088,5196.2,1,1,350000.0,1.0,2
7090,5196.3,0,0,0.0,0.0,1
7091,5197.0,0,0,0.0,0.0,1
7092,5198.0,0,0,0.0,0.0,1
7093,5199.0,0,0,0.0,0.0,1
7094,5200.0,0,0,0.0,0.0,1
7095,5201.0,1,1,1620.0,6.0,1
7096,5202.0,0,0,0.0,0.0,1
7097,5203.1,1,1,13200.0,6.0,2
7099,5203.2,1,1,5500.0,6.0,1
7100,5204.0,1,1,25000.0,4.0,1
7101,5205.0,1,1,68000.0,5.0,3
7104,5206.0,1,1,6070.0,6.0,2
7106,5207.0,1,1,80000.0,1.0,1
7107,5208.1,1,1,400000.0,1.0,1
7108,5208.2,0,0,0.0,0.0,1
7109,5208.3,0,0,0.0,0.0,1
7110,5209.1,1,1,10000.0,1.0,1
7111,5209.2,1,1,15000.0,5.0,1
7112,5210.0,1,1,50000.0,1.0,1
7113,5211.0,1,1,15000.0,1.0,1
7114,5212.0,0,0,0.0,0.0,1
7115,5213.0,1,1,72000.0,5.0,3
7118,5214.0,1,1,2700.0,6.0,1
7119,5215.0,0,0,0.0,0.0,1
7120,5216.0,1,1,1348.0,6.0,1
7122,5217.0,1,1,3600.0,6.0,2
7123,5218.0,0,0,0.0,0.0,1
7124,5219.0,1,1,24000.0,5.0,1
7125,5221.0,1,1,480.0,5.0,1
7126,5222.1,1,1,15000.0,2.0,1
7127,5222.2,1,1,10000.0,1.0,1
7128,5223.0,1,0,0.0,0.0,1
7129,5224.0,1,1,150000.0,1.0,1
7130,5225.0,1,1,1450.0,6.0,1
7131,5226.1,0,0,0.0,0.0,1
7132,5226.2,0,0,0.0,0.0,1
7133,5227.0,0,0,0.0,0.0,1
7134,5228.0,1,1,3250.0,6.0,1
