,a01,Savings in the past year,Current Savings,Total Savings(Standardized),Saving Frequency(Standardized),Savings diversification,Amount of Land (in 2015),Current Land,Land Acquired,Current Value of Land,Untitled,f_ed,m_ed,combined_ed,Input in economic activity,Input on use of generated income,Autonomy in personal decisions in household
755,3817.0,1,1,0.562449069,0.693330638,-0.493815326,240.0,339.0,99.0,7240000,1039,7,12.0,19,3835,2.8,2.8,3.0
756,3825.0,1,1,-0.156366969,-0.757796407,-0.493815326,496.5,467.5,-29.0,9920000,1040,12,10.0,22,3843,3.25,3.25,3.25
757,3827.0,1,1,-0.228248573,0.693330638,-0.493815326,61.5,57.0,-4.5,740000,1041,5,0.0,5,3845,3.6,3.6,3.2
758,3828.0,1,1,-0.205286394,1.056112399,-0.493815326,36.0,19.5,-16.5,380000,1043,8,9.0,17,3846,3.2,3.2,3.2
759,3835.0,1,0,-0.236235418,-1.120578168,-0.493815326,8.0,8.0,0.0,480000,1044,4,3.0,7,3854,4.0,4.0,2.0
760,3847.0,1,1,-0.218265017,1.056112399,0.934376058,45.0,45.0,0.0,655000,1045,7,8.0,15,3866,3.5,3.0,3.4
761,3853.0,1,1,-0.189645489,1.056112399,-0.493815326,82.5,102.0,19.5,1351000,1046,7,7.0,14,3872,3.5,3.5,1.75
762,3854.0,1,1,-0.194304482,1.056112399,-0.493815326,19.0,19.0,0.0,270000,1047,10,0.0,10,3873,3.5,3.5,2.666666667
763,3856.0,1,1,-0.221592869,1.056112399,0.934376058,119.0,152.0,33.0,1930000,1048,7,0.0,7,3875,3.2,3.2,3.4
764,3861.0,1,1,-0.221592869,0.693330638,-0.493815326,52.0,41.0,-11.0,2290000,1051,12,6.0,18,3880,3.0,3.0,3.25
765,3874.0,1,0,-0.236235418,-1.120578168,-0.493815326,52.0,17.0,-35.0,940000,1053,8,8.0,16,3895,2.8,2.8,2.666666667
766,3875.0,1,1,-0.212940453,1.056112399,-0.493815326,2.5,2.5,0.0,240000,1054,5,0.0,5,3896,4.0,4.0,3.0
767,3877.0,1,1,-0.205619179,1.056112399,-0.493815326,4.0,4.0,0.0,260000,1055,12,0.0,12,3898,4.0,4.0,3.5
768,3878.0,1,1,-0.20761589,1.056112399,-0.493815326,5.0,5.0,0.0,360000,1056,9,0.0,9,3899,3.333333333,3.333333333,3.333333333
769,3882.0,1,1,0.262942387,-0.757796407,-0.493815326,183.0,343.0,160.0,3850000,1057,10,10.0,20,3903,4.0,4.0,4.0
770,3885.0,1,0,-0.236235418,-1.120578168,-0.493815326,159.0,141.0,-18.0,1950000,1059,8,0.0,8,3906,4.0,4.0,4.0
771,3891.1,1,1,0.196385346,-0.757796407,-0.493815326,93.0,152.0,59.0,1520000,1060,8,5.0,13,3910,3.4,3.6,2.5
772,3898.0,1,1,-0.014467358,-0.395014646,-0.493815326,577.0,467.0,-110.0,3260000,1062,6,0.0,6,3918,4.0,4.0,4.0
773,3905.0,1,0,-0.236235418,-1.120578168,-0.493815326,224.0,114.0,-110.0,1010000,1064,3,0.0,3,3925,4.0,4.0,4.0
774,3908.1,1,0,-0.236235418,-1.120578168,-0.493815326,252.0,252.0,0.0,3050000,1066,12,12.0,24,3927,3.75,3.5,3.666666667
775,3916.0,1,0,-0.236235418,-1.120578168,-0.493815326,4.0,135.0,131.0,2320000,1067,6,9.0,15,3936,4.0,4.0,3.833333333
776,3917.0,1,1,-0.182989785,1.056112399,0.934376058,51.0,91.0,40.0,690000,1068,5,0.0,5,3937,3.0,3.0,4.0
777,3935.1,1,0,-0.236235418,-1.120578168,-0.493815326,21.0,85.0,64.0,1305000,1069,5,10.0,15,3955,3.5,3.75,4.0
778,3942.0,1,1,-0.163022673,1.056112399,0.934376058,5.0,10.0,5.0,128000,1071,6,5.0,11,3962,4.0,4.0,4.0
779,3953.0,1,0,-0.236235418,-1.120578168,-0.493815326,12.0,12.0,0.0,120000,1072,5,5.0,10,3975,3.75,3.5,3.333333333
780,3956.0,1,1,-0.23124364,1.056112399,-0.493815326,1.5,1.5,0.0,35000,1074,5,3.0,8,3979,4.0,4.0,4.0
781,3957.0,1,1,0.413361298,1.056112399,2.362567443,18.0,18.0,0.0,495000,1075,7,12.0,19,3980,3.333333333,3.666666667,4.0
782,3974.0,1,1,-0.14172442,1.056112399,0.934376058,36.0,136.0,100.0,2185000,1080,5,5.0,10,3997,3.25,3.5,3.8
783,3980.0,1,0,-0.236235418,-1.120578168,-0.493815326,6.0,21.0,15.0,246000,1083,7,0.0,7,4003,4.0,3.5,3.666666667
784,3983.0,1,1,0.476590487,0.693330638,0.934376058,67.0,81.0,14.0,1340000,1085,9,5.0,14,4006,4.0,4.0,3.5
785,3986.0,1,1,2.559160286,-0.757796407,-0.493815326,215.0,185.0,-30.0,1941000,1086,5,10.0,15,4010,2.5,4.0,4.0
786,3988.0,1,1,0.034651737,1.056112399,0.934376058,6.5,26.5,20.0,900000,1087,6,9.0,15,4012,4.0,4.0,4.0
787,3990.0,1,1,-0.216933876,1.056112399,-0.493815326,359.0,363.0,4.0,5910000,1088,12,9.0,21,4014,3.833333333,3.0,3.833333333
788,3998.1,1,1,-0.185652067,1.056112399,-0.493815326,22.0,22.0,0.0,262000,1089,7,12.0,19,4022,3.666666667,3.666666667,4.0
789,4004.0,1,1,-0.227915788,1.056112399,-0.493815326,36.0,63.0,27.0,1350000,1090,8,8.0,16,4029,3.25,3.25,2.0
790,4005.0,1,1,-0.228248573,1.056112399,-0.493815326,373.0,373.0,0.0,5960000,1091,12,12.0,24,4030,2.666666667,2.833333333,3.166666667
791,4009.0,1,1,-0.212274883,1.056112399,-0.493815326,22.0,67.0,45.0,1050000,1092,9,5.0,14,4033,3.333333333,3.0,2.0
792,4015.0,1,1,-0.180327504,0.693330638,-0.493815326,15.5,39.5,24.0,570000,1094,7,10.0,17,4039,3.75,3.5,4.0
793,4017.1,1,1,-0.210943742,0.693330638,-0.493815326,97.5,46.5,-51.0,515000,1095,6,9.0,15,4041,3.25,3.0,3.6
794,4017.2,1,0,-0.236235418,-1.120578168,-0.493815326,97.5,55.5,-42.0,535000,1096,6,9.0,15,4042,4.0,4.0,3.75
795,4019.0,1,1,-0.02658074,0.693330638,0.934376058,55.0,52.0,-3.0,641000,1097,6,5.0,11,4044,3.5,3.0,2.75
796,4035.0,1,1,-0.232241995,1.056112399,-0.493815326,15.0,63.5,48.5,5670000,1099,8,10.0,18,4060,3.25,3.25,2.0
797,4045.0,1,0,-0.236235418,-1.120578168,-0.493815326,130.0,152.0,22.0,2535000,1100,8,5.0,13,4071,3.4,3.25,2.4
798,4046.1,1,1,0.276253795,1.056112399,0.934376058,3.0,24.0,21.0,750000,1101,7,4.0,11,4072,3.666666667,3.666666667,4.0
799,4056.0,1,1,-0.218344885,1.056112399,-0.493815326,65.0,66.5,1.5,1600000,1102,12,12.0,24,4085,2.75,2.75,3.4
800,4058.0,1,1,-0.189645489,1.056112399,0.934376058,10.0,11.0,1.0,750000,1103,6,5.0,11,4087,3.666666667,3.666666667,3.2
801,4060.1,1,1,-0.234238706,1.056112399,-0.493815326,429.0,314.0,-115.0,8630000,1104,5,5.0,10,4089,3.6,3.5,3.0
802,4068.0,1,1,-0.197046632,1.056112399,0.934376058,3.0,3.0,0.0,150000,1105,7,9.0,16,4097,4.0,4.0,4.0
803,4069.0,1,1,0.396056468,0.693330638,-0.493815326,51.0,57.0,6.0,2920000,1106,9,10.0,19,4098,4.0,4.0,4.0
804,4071.0,1,1,-0.049875704,1.056112399,0.934376058,9.0,8.0,-1.0,670000,1107,10,9.0,19,4099,4.0,4.0,4.0
805,4076.0,0,0,-0.236235418,-1.120578168,-0.493815326,44.0,44.0,0.0,1460000,1108,12,13.0,25,4103,3.333333333,3.333333333,3.333333333
806,4082.0,0,0,-0.236235418,-1.120578168,-0.493815326,20.0,20.0,0.0,1000000,1110,10,10.0,20,4108,4.0,4.0,3.0
807,4084.0,0,0,-0.236235418,-1.120578168,-0.493815326,97.0,94.0,-3.0,3665000,1112,10,10.0,20,4110,3.5,3.5,3.4
808,4090.0,0,0,-0.236235418,-1.120578168,-0.493815326,3.0,3.0,0.0,250000,1113,7,10.0,17,4116,4.0,4.0,4.0
809,4091.0,0,0,-0.236235418,-1.120578168,-0.493815326,106.0,97.0,-9.0,1880000,1115,11,10.0,21,4117,2.0,2.0,2.0
810,4106.0,1,1,-0.169678377,-0.757796407,-0.493815326,4.0,4.0,0.0,20000,1122,9,5.0,14,4130,4.0,4.0,4.0
811,4110.0,1,1,-0.09247221,1.056112399,2.362567443,2.0,17.0,15.0,125000,1123,9,8.0,17,4133,4.0,4.0,4.0
812,4114.0,1,1,-0.102655437,0.693330638,0.934376058,3.0,15.0,12.0,80000,1124,9,8.0,17,4137,4.0,4.0,3.0
813,4115.0,1,1,0.163106826,0.693330638,-0.493815326,82.0,122.0,40.0,1689000,1125,12,13.0,25,4138,3.0,3.0,2.4
814,4117.0,1,1,-0.149711265,1.056112399,2.362567443,15.0,15.0,0.0,205000,1126,12,12.0,24,4141,3.666666667,3.666666667,1.0
815,4118.0,1,1,-0.149711265,1.056112399,0.934376058,8.0,8.0,0.0,160000,1128,12,14.0,26,4142,3.0,3.0,3.0
816,4120.0,1,1,0.069926969,1.056112399,2.362567443,20.0,20.0,0.0,150000,1129,10,8.0,18,4143,3.333333333,3.333333333,3.0
817,4121.0,1,1,-0.226251862,1.056112399,-0.493815326,6.0,6.0,0.0,700000,1130,0,0.0,0,4144,4.0,4.0,4.0
818,4124.0,1,1,-0.202956897,0.693330638,-0.493815326,4.0,4.0,0.0,400000,1131,8,6.0,14,4147,2.5,2.5,2.666666667
819,4129.0,1,1,-0.202956897,0.693330638,-0.493815326,164.0,102.0,-62.0,29550000,1133,8,12.0,20,4154,4.0,4.0,4.0
820,4136.0,1,1,0.362777948,1.056112399,0.934376058,10.5,94.5,84.0,4985000,1135,10,10.0,20,4160,3.666666667,3.666666667,3.0
821,4142.0,0,0,-0.236235418,-1.120578168,-0.493815326,50.0,80.0,30.0,975000,1136,7,4.0,11,4165,3.4,3.25,2.333333333
822,4143.0,1,1,-0.152653086,1.056112399,0.934376058,390.0,330.0,-60.0,5800000,1137,5,0.0,5,4166,2.25,3.0,1.666666667
823,4146.0,0,0,-0.236235418,-1.120578168,-0.493815326,78.0,68.0,-10.0,1440000,1138,3,0.0,3,4168,3.5,3.5,3.25
824,4148.0,1,1,-0.158230566,1.056112399,0.934376058,79.0,71.0,-8.0,1155000,1139,7,4.0,11,4170,3.8,3.8,4.0
825,4150.0,1,1,-0.217599446,1.056112399,-0.493815326,49.0,49.0,0.0,770000,1141,7,8.0,15,4172,2.25,2.5,1.666666667
826,4152.0,1,1,-0.16465332,1.056112399,2.362567443,9.0,15.0,6.0,290000,1143,8,7.0,15,4174,3.0,3.333333333,4.0
827,4161.0,1,0,-0.236235418,-1.120578168,-0.493815326,1.5,1.5,0.0,200000,1144,4,9.0,13,4183,4.0,4.0,4.0
828,4165.0,1,1,-0.156366969,1.056112399,0.934376058,210.0,228.0,18.0,8300000,1145,8,8.0,16,4188,3.4,3.4,2.8
829,4166.0,1,1,-0.22292401,1.056112399,-0.493815326,211.0,167.0,-44.0,3000000,1147,12,12.0,24,4189,3.25,3.5,3.333333333
830,4169.0,1,1,0.609837682,1.056112399,2.362567443,36.0,55.0,19.0,1300000,1148,5,5.0,10,4192,3.75,3.75,3.2
831,4171.0,1,1,-0.073170668,1.056112399,2.362567443,54.0,104.0,50.0,1908000,1150,12,10.0,22,4194,3.0,3.0,3.166666667
832,4174.0,1,1,0.762120191,-0.757796407,-0.493815326,140.0,216.0,76.0,4090000,1151,10,12.0,22,4197,3.75,3.75,3.5
833,4176.0,1,1,-0.209612601,1.056112399,-0.493815326,190.0,190.0,0.0,4050000,1153,10,10.0,20,4199,3.5,3.5,3.333333333
834,4196.11,1,1,-0.071673135,1.056112399,-0.493815326,86.0,31.0,-55.0,1400000,1155,12,0.0,12,4221,3.6,3.2,2.8
835,4197.0,1,1,-0.208281461,1.056112399,-0.493815326,81.0,81.0,0.0,1530000,1156,12,10.0,22,4224,3.5,3.5,3.0
836,4203.0,0,0,-0.236235418,-1.120578168,-0.493815326,5.0,5.0,0.0,250000,1158,9,9.0,18,4231,2.333333333,2.0,2.333333333
837,4204.0,1,1,-0.234844375,1.056112399,-0.493815326,4.0,4.0,0.0,280000,1159,5,0.0,5,4232,3.5,3.5,2.5
838,4206.0,1,1,0.529170549,1.056112399,0.934376058,5.0,28.0,23.0,1350000,1160,9,7.0,16,4234,2.5,2.5,1.75
839,4208.0,1,1,-0.163022673,1.056112399,0.934376058,53.0,9.0,-44.0,1500000,1161,6,5.0,11,4237,3.5,3.5,4.0
840,4212.0,0,0,-0.236235418,-1.120578168,-0.493815326,25.0,31.0,6.0,1839000,1162,12,12.0,24,4241,3.0,2.4,2.333333333
841,4222.0,0,0,-0.236235418,-1.120578168,-0.493815326,57.0,156.0,99.0,3426000,1163,10,8.0,18,4251,3.0,2.4,2.833333333
842,4226.0,1,1,-0.103121336,1.056112399,0.934376058,4.0,4.0,0.0,200000,1164,10,12.0,22,4255,3.333333333,3.333333333,3.333333333
843,4228.0,0,0,-0.236235418,-1.120578168,-0.493815326,57.0,128.0,71.0,1799500,1165,9,12.0,21,4257,2.2,2.2,2.333333333
844,4231.0,1,1,-0.169678377,-0.757796407,-0.493815326,53.0,169.0,116.0,3540000,1166,6,5.0,11,4260,3.666666667,4.0,3.8
845,4237.0,1,1,-0.227130414,1.056112399,-0.493815326,2.0,2.0,0.0,100000,1167,10,0.0,10,4267,4.0,4.0,4.0
846,4241.0,0,0,-0.236235418,-1.120578168,-0.493815326,334.0,318.0,-16.0,3980000,1168,10,10.0,20,4271,3.6,2.8,2.333333333
847,4245.0,1,1,-0.229579714,1.056112399,-0.493815326,309.0,145.0,-164.0,1315000,1169,10,9.0,19,4274,3.25,2.5,2.5
848,4252.0,1,1,0.961791313,-0.757796407,0.934376058,78.0,111.0,33.0,1450000,1170,9,12.0,21,4281,4.0,3.4,3.666666667
849,4260.0,0,0,-0.236235418,-1.120578168,-0.493815326,127.5,89.5,-38.0,1000000,1171,12,12.0,24,4290,3.4,3.4,3.5
850,4272.0,1,1,-0.232241995,1.056112399,-0.493815326,38.0,23.0,-15.0,230000,1172,10,5.0,15,4304,4.0,4.0,4.0
851,4275.0,1,1,-0.22292401,1.056112399,-0.493815326,91.0,151.0,60.0,1130000,1174,10,10.0,20,4306,4.0,4.0,3.8
852,4279.0,1,1,-0.103121336,-0.757796407,-0.493815326,27.0,30.0,3.0,566000,1176,10,10.0,20,4310,3.25,3.25,3.2
853,4282.0,1,1,-0.169678377,1.056112399,-0.493815326,190.0,207.0,17.0,530000,1178,5,5.0,10,4312,3.2,2.0,3.0
854,4284.0,1,0,-0.236235418,-1.120578168,-0.493815326,1266.0,536.0,-730.0,2035000,1179,5,5.0,10,4314,3.0,3.0,1.0
855,4285.0,0,0,-0.236235418,-1.120578168,-0.493815326,295.0,110.0,-185.0,365000,1180,5,5.0,10,4315,3.333333333,3.333333333,2.666666667
856,4288.0,1,1,-0.163022673,1.056112399,2.362567443,295.0,295.0,0.0,2720000,1181,8,8.0,16,4318,4.0,4.0,2.5
857,4298.0,1,1,0.282909499,1.056112399,2.362567443,1025.0,1125.0,100.0,4291000,1182,12,12.0,24,4330,4.0,4.0,4.0
858,4303.0,1,1,-0.182989785,1.056112399,-0.493815326,12.0,12.0,0.0,400000,1184,5,9.0,14,4335,3.666666667,4.0,4.0
859,4306.0,1,1,-0.196301193,1.056112399,2.362567443,231.0,179.0,-52.0,2880000,1186,10,5.0,15,4338,4.0,4.0,4.0
860,4314.0,1,1,-0.195635623,1.056112399,0.934376058,3.0,9.0,6.0,78000,1187,9,10.0,19,4346,3.5,3.5,2.5
861,4334.0,1,1,-0.209612601,1.056112399,-0.493815326,87.0,87.0,0.0,3870000,1191,10,12.0,22,4366,3.0,3.0,4.0
862,4340.0,1,1,-0.167082652,1.056112399,0.934376058,2.0,2.0,0.0,157000,1192,9,6.0,15,4372,3.0,3.0,2.0
863,4341.0,1,1,-0.169678377,0.693330638,-0.493815326,124.0,190.0,66.0,4240000,1193,13,13.0,26,4373,3.0,3.0,4.0
864,4342.0,1,1,-0.232241995,0.693330638,-0.493815326,267.0,217.0,-50.0,1948900,1194,12,10.0,22,4374,3.5,3.5,3.0
865,4344.0,1,1,-0.233573136,1.056112399,-0.493815326,250.0,319.0,69.0,4378000,1195,8,5.0,13,4376,3.25,3.25,3.0
866,4354.0,1,1,-0.216268305,1.056112399,-0.493815326,14.0,4.5,-9.5,70000,1196,6,7.0,13,4385,3.333333333,3.333333333,2.4
867,4362.0,0,0,-0.236235418,-1.120578168,-0.493815326,6.0,6.0,0.0,220000,1197,10,9.0,19,4393,4.0,4.0,3.5
868,4364.0,1,1,0.004434841,1.056112399,0.934376058,82.0,82.0,0.0,2150000,1198,10,9.0,19,4395,3.0,3.0,2.5
869,4368.0,1,1,-0.143055561,0.693330638,0.934376058,173.0,214.0,41.0,2372000,1199,10,12.0,22,4397,3.5,3.5,3.5
870,4375.0,0,0,-0.236235418,-1.120578168,-0.493815326,90.0,62.0,-28.0,430000,1205,12,10.0,22,4404,3.75,3.75,4.0
871,4382.0,0,0,-0.236235418,-1.120578168,-0.493815326,16.0,16.0,0.0,500000,1206,9,5.0,14,4412,4.0,4.0,4.0
872,4386.0,0,0,-0.236235418,-1.120578168,-0.493815326,233.0,238.0,5.0,16090000,1207,8,14.0,22,4416,3.8,3.8,4.0
873,4389.0,1,1,-0.129744153,1.056112399,0.934376058,44.0,44.0,0.0,1520000,1208,8,0.0,8,4419,3.0,3.0,3.5
874,4392.0,1,1,-0.202956897,1.056112399,-0.493815326,188.0,174.66,-13.34,3300000,1209,12,13.0,25,4422,2.0,2.0,2.2
875,4394.1,1,1,-0.219596157,1.056112399,-0.493815326,158.0,87.0,-71.0,6500000,1210,12,14.0,26,4424,3.2,3.4,3.0
876,4398.0,1,1,-0.163022673,1.056112399,-0.493815326,89.0,49.0,-40.0,1480000,1211,12,12.0,24,4429,2.5,2.5,3.2
877,4401.0,1,1,-0.216268305,1.056112399,-0.493815326,43.0,50.0,7.0,322500,1212,5,0.0,5,4432,3.166666667,3.0,2.5
878,4405.0,1,1,-0.088245838,1.056112399,3.790758827,38.0,21.0,-17.0,750000,1213,6,0.0,6,4436,2.0,2.6,2.666666667
879,4406.0,1,1,-0.219596157,1.056112399,-0.493815326,125.0,300.0,175.0,4800000,1214,5,4.0,9,4437,3.2,3.2,3.166666667
880,4407.2,1,1,-0.21120997,1.056112399,-0.493815326,7.0,9.0,2.0,900000,1215,6,9.0,15,4439,4.0,4.0,4.0
881,4415.0,1,1,-0.216268305,1.056112399,-0.493815326,60.0,60.0,0.0,1120000,1216,5,3.0,8,4446,2.0,2.0,2.0
882,4421.1,1,1,-0.22292401,1.056112399,-0.493815326,34.0,33.0,-1.0,217000,1217,7,5.0,12,4452,3.0,3.0,3.5
883,4426.0,1,1,-0.209612601,1.056112399,-0.493815326,146.5,152.5,6.0,1412000,1219,12,12.0,24,4458,2.5,2.5,2.166666667
884,4430.0,1,1,-0.212141769,1.41889416,0.934376058,35.0,58.0,23.0,1310000,1220,10,5.0,15,4462,3.8,3.8,3.6
885,4432.0,1,1,-0.135068716,1.056112399,0.934376058,39.5,31.0,-8.5,80000,1221,9,5.0,14,4464,3.6,3.6,4.0
886,4433.0,1,0,-0.236235418,-1.120578168,-0.493815326,221.0,200.0,-21.0,1738000,1222,8,12.0,20,4465,4.0,4.0,4.0
887,4437.0,0,0,-0.236235418,-1.120578168,-0.493815326,153.0,94.0,-59.0,630000,1223,12,13.0,25,4469,4.0,3.0,3.5
888,4447.1,1,0,-0.236235418,-1.120578168,-0.493815326,302.0,302.0,0.0,1120000,1224,14,13.0,27,4476,3.0,3.0,2.5
889,4449.0,1,0,-0.236235418,-1.120578168,-0.493815326,153.0,156.0,3.0,4290000,1226,7,5.0,12,4479,4.0,4.0,3.5
890,4466.0,1,1,0.229663866,-0.757796407,-0.493815326,41.0,69.0,28.0,2300000,1228,10,9.0,19,4492,4.0,4.0,4.0
891,4475.0,1,1,-0.198690591,1.056112399,-0.493815326,2.0,3.0,1.0,150000,1229,5,0.0,5,4501,3.8,3.8,3.4
892,4489.0,1,0,-0.236235418,-1.120578168,-0.493815326,4.0,4.0,0.0,100000,1231,6,5.0,11,4515,4.0,4.0,3.666666667
893,4490.0,1,0,-0.236235418,-1.120578168,-0.493815326,980.0,980.0,0.0,4950000,1232,10,10.0,20,4516,4.0,4.0,3.0
894,4493.1,1,1,-0.228248573,1.056112399,-0.493815326,99.0,96.0,-3.0,2010000,1234,5,6.0,11,4518,4.0,4.0,4.0
895,4493.2,1,0,-0.236235418,-1.120578168,-0.493815326,99.0,3.0,-96.0,90000,1235,5,6.0,11,4519,4.0,4.0,4.0
896,4494.0,1,0,-0.236235418,-1.120578168,-0.493815326,290.0,290.0,0.0,900000,1236,8,0.0,8,4520,3.0,3.0,2.6
897,4498.0,1,1,-0.209612601,1.056112399,0.934376058,13.0,13.0,0.0,260000,1238,12,10.0,22,4525,4.0,4.0,4.0
898,4499.0,1,0,-0.236235418,-1.120578168,-0.493815326,12.0,12.0,0.0,300000,1240,12,12.0,24,4526,4.0,4.0,4.0
899,4508.0,1,1,0.772103747,1.056112399,0.934376058,330.0,448.0,118.0,3974000,1242,9,12.0,21,4535,3.166666667,3.333333333,2.833333333
900,4509.1,1,0,-0.236235418,-1.120578168,-0.493815326,174.0,146.0,-28.0,1280000,1243,8,9.0,17,4536,3.5,3.25,4.0
901,4515.1,1,1,-0.231043968,1.056112399,-0.493815326,33.0,6.0,-27.0,120000,1244,6,3.0,9,4546,3.666666667,3.666666667,3.0
902,4515.2,1,0,-0.236235418,-1.120578168,-0.493815326,33.0,1.0,-32.0,30000,1245,6,3.0,9,4547,3.333333333,3.666666667,4.0
903,4516.0,1,0,-0.236235418,-1.120578168,-0.493815326,30.0,48.0,18.0,743000,1246,9,13.0,22,4548,3.0,2.5,4.0
904,4518.0,1,1,-0.22292401,0.693330638,-0.493815326,130.0,130.0,0.0,2020000,1247,12,12.0,24,4549,3.25,3.25,3.6
905,4526.0,1,1,1.494247637,1.056112399,0.934376058,150.0,96.0,-54.0,2100000,1248,12,10.0,22,4557,3.2,3.4,3.6
906,4530.0,1,1,0.802054415,1.056112399,0.934376058,54.0,57.0,3.0,1555000,1249,12,10.0,22,4560,3.25,3.25,3.6
907,4531.0,1,1,-0.116432745,0.693330638,-0.493815326,12.0,12.0,0.0,350000,1250,5,7.0,12,4561,2.0,1.25,1.5
908,4534.0,1,1,-0.232907566,1.056112399,-0.493815326,54.0,81.0,27.0,1200000,1251,5,12.0,17,4564,3.0,3.0,2.666666667
909,4541.0,1,1,-0.232375109,1.056112399,-0.493815326,54.0,4.0,-50.0,120000,1253,8,5.0,13,4571,4.0,4.0,3.666666667
910,4547.0,1,1,-0.149711265,-0.757796407,-0.493815326,63.0,81.0,18.0,1660000,1254,12,12.0,24,4578,3.4,3.2,3.166666667
911,4571.0,1,1,0.105867771,1.056112399,0.934376058,11.0,66.0,55.0,1490000,1255,9,10.0,19,4602,3.4,3.4,2.8
912,4573.0,1,1,-0.133537904,1.056112399,0.934376058,96.0,50.0,-46.0,1860000,1256,8,5.0,13,4606,4.0,3.8,4.0
913,4575.0,1,1,0.003369928,-0.757796407,-0.493815326,76.0,40.0,-36.0,220000,1257,7,10.0,17,4608,3.0,3.0,2.4
914,4589.0,1,1,0.762120191,-0.757796407,-0.493815326,204.0,153.0,-51.0,2230000,1258,10,10.0,20,4622,3.0,3.0,1.8
915,4590.0,1,1,-0.233573136,1.056112399,-0.493815326,98.0,93.0,-5.0,2350000,1259,12,12.0,24,4623,4.0,4.0,2.0
916,4592.0,1,0,-0.236235418,-1.120578168,-0.493815326,429.0,401.5,-27.5,9366000,1260,10,0.0,10,4625,3.5,3.5,4.0
917,4598.0,1,0,-0.236235418,-1.120578168,-0.493815326,163.0,163.0,0.0,2678000,1261,12,10.0,22,4632,4.0,4.0,4.0
918,4606.0,1,1,-0.176999652,0.693330638,0.934376058,201.0,140.0,-61.0,445000,1262,8,7.0,15,4640,2.8,3.0,2.833333333
919,4617.0,1,1,-0.143301822,0.693330638,0.934376058,250.0,350.0,100.0,420000,1264,7,10.0,17,4650,4.0,4.0,3.833333333
920,4625.1,0,0,-0.236235418,-1.120578168,-0.493815326,189.0,70.0,-119.0,590000,1266,8,5.0,13,4656,4.0,4.0,4.0
921,4627.0,1,0,-0.236235418,-1.120578168,-0.493815326,48.0,68.0,20.0,340000,1267,5,7.0,12,4659,1.8,2.6,3.2
922,4642.0,1,1,-0.104785262,1.056112399,0.934376058,226.0,290.0,64.0,4920000,1269,8,6.0,14,4671,3.833333333,3.5,3.333333333
923,4646.0,1,1,-0.19097663,1.056112399,-0.493815326,97.0,98.0,1.0,3700000,1271,7,4.0,11,4674,3.75,3.25,3.166666667
924,4648.0,0,0,-0.236235418,-1.120578168,-0.493815326,108.0,67.0,-41.0,1500000,1273,14,9.0,23,4676,3.0,4.0,3.2
925,4649.0,0,0,-0.236235418,-1.120578168,-0.493815326,162.0,162.0,0.0,1870000,1274,7,0.0,7,4677,4.0,4.0,4.0
926,4654.0,1,1,-0.168347236,1.056112399,0.934376058,71.0,115.0,44.0,2800000,1275,5,5.0,10,4682,4.0,4.0,3.333333333
927,4659.0,0,0,-0.236235418,-1.120578168,-0.493815326,36.0,46.0,10.0,930000,1277,5,5.0,10,4686,4.0,4.0,4.0
928,4660.0,1,1,-0.049875704,1.056112399,0.934376058,28.0,29.0,1.0,1400000,1278,9,8.0,17,4687,1.0,4.0,4.0
929,4662.0,1,1,-0.235170505,0.693330638,-0.493815326,129.0,120.0,-9.0,1900000,1279,10,9.0,19,4689,2.5,2.5,1.8
930,4669.0,1,1,-0.152526628,1.056112399,2.362567443,26.5,26.5,0.0,350000,1280,13,14.0,27,4696,4.0,4.0,3.2
931,4673.0,0,0,-0.236235418,-1.120578168,-0.493815326,99.5,83.5,-16.0,5010000,1281,12,10.0,22,4700,4.0,4.0,4.0
932,4681.0,0,0,-0.236235418,-1.120578168,-0.493815326,156.0,189.0,33.0,1610000,1283,10,13.0,23,4708,3.666666667,3.333333333,4.0
933,4686.0,1,1,-0.22292401,1.056112399,-0.493815326,2.5,2.5,0.0,50000,1285,8,9.0,17,4712,4.0,4.0,4.0
934,4697.0,1,1,-0.156366969,-0.395014646,-0.493815326,17.0,17.0,0.0,570000,1286,12,14.0,26,4724,2.5,2.5,2.5
935,4701.0,1,1,1.178101694,1.41889416,0.934376058,143.5,144.0,0.5,2670000,1287,10,10.0,20,4728,3.2,3.8,2.0
936,4702.0,1,1,0.096549785,0.693330638,0.934376058,188.0,198.0,10.0,2250000,1288,7,10.0,17,4729,4.0,4.0,2.5
937,4705.0,1,1,-0.202956897,0.693330638,-0.493815326,6.0,30.5,24.5,570000,1289,5,4.0,9,4732,3.25,3.25,1.4
938,4708.1,1,1,-0.209612601,0.693330638,-0.493815326,61.5,7.0,-54.5,130000,1290,7,7.0,14,4735,3.4,3.4,3.6
939,4715.0,1,1,-0.00994148,0.693330638,0.934376058,93.0,112.5,19.5,864000,1293,9,10.0,19,4743,4.0,4.0,3.0
940,4717.0,1,1,-0.188746969,0.693330638,0.934376058,203.0,137.0,-66.0,1780000,1294,8,8.0,16,4745,3.0,3.0,1.0
941,4719.0,1,1,-0.210943742,0.693330638,2.362567443,61.0,33.0,-28.0,150000,1295,10,5.0,15,4747,4.0,4.0,3.0
942,4723.0,1,0,-0.236235418,-1.120578168,-0.493815326,106.0,17.0,-89.0,80000,1296,8,9.0,17,4750,3.666666667,3.666666667,3.666666667
